I, -3.0, -2.766319109226186, -3.983126976335965, -4.2798372381975245, -4.2220938894679225, -4.254445353766025, -4.315895156107053, -4.300298464125122, -2.7080502011022105, -2.7080502011022105, -2.7080502011022096
C, -3.0, -2.766319109226186, -2.6461747973841225, -2.6461747973841225, -2.646174797384123, -2.646174797384123, -2.6461747973841234, -2.6461747973841225, -2.7080502011022105, -2.7080502011022105, -2.7080502011022096
B, -3.0, -2.766319109226186, -1.9542662059849465, -2.0827311870899234, -2.2483212813550058, -2.08435884624911, -2.0909258488088214, -2.26166516870184, -2.323474506350938, -2.326694583089746, -2.327052162132012
((S +) ((S +) ((S +) (+ 3)))), nan, nan, nan, -4.997810374342867, -4.4773443107394355, -4.946426539405153, -4.66772809225406, -5.040221999821082, -5.102026511403668, -5.200792390168183, -5.2162140619233
((S +) (+ 3)), nan, nan, -4.462360504612329, -4.304663193782922, -4.4773443107394355, -4.946426539405153, -5.073193200362224, -5.040221999821082, -5.102026511403668, -5.200792390168183, -5.2162140619233
((S +) (+ 2)), nan, nan, -4.462360504612329, -4.997810374342867, nan, nan, nan, nan, nan, nan, nan
((S +) (+ 1)), nan, nan, -4.462360504612329, -4.304663193782922, -4.189662238287655, -3.847814250737044, -3.9745809116941153, -4.347074819261136, -4.185735779529513, -4.284501658294028, -4.299923330049145
((S +) ((S +) ((S +) (+ 4)))), nan, nan, nan, -4.997810374342867, -4.882809418847599, -4.540961431296989, -5.073193200362224, -5.040221999821082, -5.102026511403668, -5.200792390168183, -5.2162140619233
((S +) (+ 4)), nan, nan, -4.462360504612329, -4.5923452662347035, -4.4773443107394355, -4.540961431296989, -4.66772809225406, -4.634756891712917, -4.696561403295504, -4.795327282060018, -4.810748953815136
((B (+ 1)) ((B (+ 1)) ((S +) (* 4)))), nan, nan, nan, nan, nan, nan, nan, -5.040221999821082, -5.102026511403668, -5.200792390168183, -5.2162140619233
((S +) (* 4)), nan, nan, nan, nan, nan, -4.946426539405153, -4.66772809225406, -4.634756891712917, -4.696561403295504, -4.795327282060018, -4.810748953815136
((B (+ 1)) ((B (+ 1)) (* 0))), nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, -5.2162140619233
(* 0), nan, nan, nan, nan, nan, nan, nan, nan, -5.102026511403668, -4.795327282060018, -4.810748953815136
(* 4), -3.4047347798818697, -3.546069772738174, -4.5923452662347035, -4.882809418847599, -4.253279358845208, -4.380046019802279, -4.347074819261136, -4.408879330843723, -4.284501658294028, -4.299923330049145
((S +) ((S +) ((S +) ((S +) (+ 3))))), nan, nan, nan, nan, nan, -4.946426539405153, -5.073193200362224, nan, nan, nan, nan
((S +) ((S +) (+ 3))), nan, nan, nan, -4.5923452662347035, -4.4773443107394355, -4.540961431296989, -5.073193200362224, -5.040221999821082, -5.102026511403668, -5.200792390168183, -5.2162140619233
(+ 3), -3.4047347798818697, -3.769213324052384, -4.5923452662347035, -4.882809418847599, -4.946426539405153, -5.073193200362224, -5.040221999821082, -5.102026511403668, -5.200792390168183, -5.2162140619233
(+ 2), -3.4047347798818697, -4.056895396504165, -4.5923452662347035, nan, nan, nan, nan, nan, nan, nan
((S +) ((S +) (+ 1))), nan, nan, nan, -4.997810374342867, -4.4773443107394355, -4.540961431296989, -4.380046019802279, -4.347074819261136, -4.696561403295504, -4.795327282060018, -4.810748953815136
(+ 1), -2.9992696717737055, -3.209597536116961, -3.7450474058475, -3.3787320220713255, -3.5601321782852633, -3.4637552879281244, -3.536144603044807, -3.5979491146273936, -3.9480294216728153, -3.9634510934279317
((S +) ((S +) (+ 4))), nan, nan, nan, -4.5923452662347035, -4.189662238287655, -4.253279358845208, -4.380046019802279, -4.347074819261136, -4.408879330843723, -4.795327282060018, -4.523066881363355
(+ 4), -3.4047347798818697, -3.3637482159442196, -4.081519642468713, -3.966518686973445, -4.030135807530998, -4.156902468488069, -4.123931267946927, -4.185735779529513, -4.284501658294028, -4.299923330049145
(S +), -2.980920533105509, -2.3283981240540768, -2.04602998831806, -2.1414036240445062, -2.305969629435471, -2.406461148590746, -2.458465524043164, -2.625088031264845, -2.6205755605758583, -2.716269534770759
(B (+ 1)), nan, nan, nan, nan, -3.876004679432613, -3.2614810744629077, -2.956507485510018, -2.8261903041684815, -2.7994414184096224, -2.7006182682493947, -2.5984864991143755
