((B (+ 1)) ((S *) ((B ((S +) (+ 1))) (+ 1)))), nan, nan, nan, nan, -7.8725843783773515, -6.591221309791378, -6.880299726658728, -6.797791618175413, -6.735846727191047, -7.106967520454221, -7.259970264900412, -7.261118040508854, -7.2634096455812465, -7.263409645581246, -7.263409565267115
((B (+ 1)) ((S *) ((S +) ((B ((S +) (+ 1))) (+ ((+ 1) 1)))))), nan, nan, nan, nan, nan, -8.095298706567652, -7.167981799110508, -7.608721834391742, -7.6521374590652025, -7.666583308389644, -7.665435373008576, -7.6665831486170175, -7.66887475368941, -7.668874753689409, -7.668874673375279
((B (+ 1)) ((S +) ((S *) ((B ((S +) (+ 1))) (+ ((+ 1) 1)))))), nan, nan, nan, nan, nan, nan, nan, -8.301869014951686, -7.939819531516983, -7.666583308389644, -7.953117445460356, -7.954265221068798, -7.956556826141191, -7.956556826141191, -7.95655674582706
((B (+ 1)) ((S +) ((S +) ((S *) ((S +) ((B ((S +) (+ 1))) (+ ((+ 1) 1)))))))), nan, nan, nan, nan, nan, nan, nan, nan, -8.345284639625149, -7.106967520454221, -7.105819585073153, -7.106967360681595, -7.1092589657539875, -7.109258965753987, -7.109258885439856
((B (+ 1)) ((S +) ((S +) ((S +) ((S *) ((B ((S +) (+ 1))) (+ ((+ 1) 1)))))))), nan, nan, nan, nan, nan, nan, nan, nan, -8.345284639625149, -7.666583308389644, -7.665435373008576, -7.6665831486170175, -7.66887475368941, -7.668874753689409, -7.668874673375279
(B ((B ((S +) (+ 1))) (+ ((+ 1) 1)))), nan, nan, nan, -5.598026410342361, -5.745098662864805, -6.157446618842102, -6.409895536622536, -6.163623792778001, -6.201221468559201, -6.294304593658097, -6.220196133179785, -6.221587282540093, -6.155370916265481, -6.15537091626548, -6.15606359663025
((B ((S +) (+ 1))) ((S *) ((S +) ((S +) I)))), nan, nan, nan, -7.635272106250555, -7.467119270269187, -7.689833598459488, -8.266594087778618, -8.301869014951686, -7.939819531516983, -7.9542653808414245, -7.953117445460356, -7.954265221068798, -7.956556826141191, -7.956556826141191, -7.95655674582706
((B (+ ((+ 1) 1))) ((B ((S +) (+ 1))) ((B (+ ((+ 1) 1))) ((S *) ((S +) ((S +) I)))))), nan, nan, nan, nan, nan, -8.095298706567652, -7.573446907218672, -7.896403906843523, -7.939819531516983, -7.9542653808414245, -7.953117445460356, -7.954265221068798, -7.956556826141191, -7.956556826141191, -7.95655674582706
(B (((S B) (B (+ 1))) ((S +) (+ 1)))), nan, nan, nan, -7.064363479135787, -6.774718080045963, -7.949206088070158, nan, nan, nan, nan, nan, nan, nan, nan, nan
(B (((S B) I) (+ ((+ 1) 1)))), nan, nan, -6.530889833000244, -5.523918438188638, -5.248661776550914, -5.115992744013941, -5.144229163291261, -4.974039725904165, -5.0116374016853635, -5.009106349409576, -4.8889615492429215, -4.928818979431025, -4.85608793213522, -4.951398111939545, -4.82106252989791
(B (((S B) I) ((S +) (+ 1)))), nan, nan, -6.530889833000244, -6.776681406684006, -7.691008811920118, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
((S *) ((S +) (((S B) I) ((S +) I)))), nan, nan, nan, nan, -7.8725843783773515, -6.485860794133552, -7.01383111928325, -7.04910604645632, -7.09252167112978, -7.106967520454221, -7.105819585073153, -7.106967360681595, -7.1092589657539875, -7.109258965753987, -7.109258885439856
((S +) ((S +) ((S *) ((S +) (((S B) I) ((S +) I)))))), nan, nan, nan, nan, nan, nan, -8.266594087778618, -6.915574653831797, -6.958990278505258, -7.26111820028148, -7.105819585073153, -7.106967360681595, -7.1092589657539875, -7.109258965753987, -7.109258885439856
(((S B) I) ((S +) I)), nan, nan, -6.310115951041353, -6.942124925690609, -7.179437197817406, -7.4021515260077075, -7.573446907218672, -7.608721834391742, -7.6521374590652025, -7.666583308389644, -7.665435373008576, -7.6665831486170175, -7.66887475368941, -7.668874753689409, -7.668874673375279
(((S B) I) ((B (+ 1)) ((S +) (+ 1)))), nan, nan, -6.715581059149517, -6.5366598175824455, -6.7739720897092415, -6.996686417899544, -7.167981799110508, -7.203256726283579, -7.246672350957038, -7.26111820028148, -7.259970264900412, -7.261118040508854, -7.2634096455812465, -7.263409645581246, -7.263409565267115
((B (+ 1)) (((S B) I) ((S +) (+ 1)))), nan, nan, -6.715581059149517, -6.5366598175824455, -7.179437197817406, -7.689833598459488, -7.861128979670453, -7.608721834391742, -7.6521374590652025, -7.666583308389644, -7.665435373008576, -7.6665831486170175, -7.66887475368941, -7.668874753689409, -7.668874673375279
((B (+ 1)) ((S *) (((S B) I) ((S +) ((S +) (+ 1)))))), nan, nan, nan, nan, -7.8725843783773515, -7.689833598459488, -8.266594087778618, nan, nan, nan, nan, nan, nan, nan, nan
((B (+ 1)) ((S *) ((S +) (((S B) I) ((S +) (+ 1)))))), nan, nan, nan, nan, -7.8725843783773515, -6.842535738072285, -7.167981799110508, -7.896403906843523, -7.6521374590652025, -7.666583308389644, -7.665435373008576, -7.954265221068798, -7.66887475368941, -7.956556826141191, -7.668874673375279
((B (+ 1)) ((S +) ((S +) ((S *) ((S +) (((S B) I) ((S +) (+ 1)))))))), nan, nan, nan, nan, nan, nan, -8.266594087778618, -7.04910604645632, -7.246672350957038, -7.443439757075434, -7.259970264900412, -7.261118040508854, -7.2634096455812465, -7.263409645581246, -7.263409565267115
((S *) (((S B) I) ((B (+ 1)) ((S +) ((S +) (+ 1)))))), nan, nan, nan, nan, -7.8725843783773515, -6.591221309791378, -7.01383111928325, -6.915574653831797, -7.09252167112978, -6.973436127829698, -7.105819585073153, -7.106967360681595, -6.975727573129465, -7.109258965753987, -6.975727492815333
((S *) ((S +) (((S B) I) ((B (+ 1)) ((S +) (+ 1)))))), nan, nan, nan, nan, -7.467119270269187, -6.390550614329228, -6.880299726658728, -6.915574653831797, -6.958990278505258, -6.973436127829698, -7.105819585073153, -7.106967360681595, -7.1092589657539875, -7.109258965753987, -7.109258885439856
((S +) ((S *) (((S B) I) ((B (+ 1)) ((S +) (+ 1)))))), nan, nan, nan, nan, -7.8725843783773515, -7.4021515260077075, -7.861128979670453, -7.608721834391742, -7.939819531516983, -7.9542653808414245, -7.953117445460356, -7.954265221068798, -7.956556826141191, -7.956556826141191, -7.95655674582706
((S +) ((S +) ((S *) ((S +) (((S B) I) ((B (+ 1)) ((S +) (+ 1)))))))), nan, nan, nan, nan, nan, nan, -8.266594087778618, -6.915574653831797, -6.958990278505258, -7.26111820028148, -7.105819585073153, -7.106967360681595, -7.1092589657539875, -7.109258965753987, -7.109258885439856
((B (+ 1)) ((S +) ((S *) (((S B) I) (+ ((+ 1) 1)))))), nan, nan, nan, nan, nan, nan, -8.266594087778618, -7.896403906843523, -7.939819531516983, -7.9542653808414245, -7.953117445460356, -7.954265221068798, -7.956556826141191, -7.956556826141191, -7.95655674582706
((B (+ 1)) ((S *) (((S B) (B (+ 1))) ((S +) (+ ((+ 1) 1)))))), nan, nan, nan, nan, nan, nan, nan, -8.301869014951686, -7.939819531516983, -7.9542653808414245, -7.953117445460356, -7.954265221068798, -7.956556826141191, -7.956556826141191, -7.95655674582706
((B (+ 1)) ((B (+ ((+ 1) 1))) ((B (+ 1)) ((S *) ((S +) (((S B) I) ((S +) I))))))), nan, nan, nan, nan, nan, nan, nan, nan, -8.345284639625149, nan, nan, nan, nan, nan, nan
((B (+ ((+ 1) 1))) ((S *) ((S +) (((S B) I) ((B (+ 1)) ((S +) (+ 1))))))), nan, nan, nan, nan, nan, -8.095298706567652, -7.861128979670453, -7.896403906843523, -7.939819531516983, -7.9542653808414245, -7.665435373008576, -7.6665831486170175, -7.66887475368941, -7.668874753689409, -7.668874673375279
((B (+ ((+ 1) 1))) ((B (+ 1)) ((S *) ((S +) ((B ((S +) (+ 1))) (+ ((+ 1) 1))))))), nan, nan, nan, nan, nan, nan, -8.266594087778618, -7.896403906843523, -7.939819531516983, -7.666583308389644, -7.665435373008576, -7.6665831486170175, -7.66887475368941, -7.668874753689409, -7.668874673375279
