(nand True), nan, -2.2144367062173407, -2.2144367062173407
False, -2.772588722239781, -3.3775875160230218, -3.3775875160230218
(BB (nand True)), nan, -2.2144367062173407, -2.2144367062173407
S, -2.772588722239781, -3.3775875160230218, -3.3775875160230218
I, -2.772588722239781, -3.3775875160230218, -3.3775875160230218
C, -2.772588722239781, -3.3775875160230218, -3.3775875160230218
B, -2.772588722239781, -3.3775875160230218, -3.3775875160230218
True, -2.772588722239781, -2.183665047550587, -2.183665047550587
nand, -2.772588722239781, -2.574092278294211, -2.574092278294211
SB, -2.772588722239781, -3.3775875160230218, -3.3775875160230218
SC, -2.772588722239781, -3.3775875160230218, -3.3775875160230218
SS, -2.772588722239781, -3.3775875160230218, -3.3775875160230218
CS, -2.772588722239781, -3.3775875160230218, -3.3775875160230218
CB, -2.772588722239781, -3.3775875160230218, -3.3775875160230218
CC, -2.772588722239781, -3.3775875160230218, -3.3775875160230218
BC, -2.772588722239781, -3.3775875160230218, -3.3775875160230218
BB, -2.772588722239781, -2.183665047550587, -2.183665047550587
BS, -2.772588722239781, -3.3775875160230218, -3.3775875160230218
((BB (nand True)) nand), nan, -3.31304899488545, -3.31304899488545
