((S nand) I), nan, -2.3801246704494634
S, -2.0794415416798357, -1.647155995702847
I, -2.0794415416798357, -2.922698992530034
C, -2.0794415416798357, -2.5877640352277083
B, -2.0794415416798357, -2.5877640352277083
(S nand), nan, -1.6869774898895185
snd, -2.0794415416798357, -2.5877640352277083
nand, -2.0794415416798357, -2.3020068911855116
fst, -2.0794415416798357, -2.5877640352277083
pair, -2.0794415416798357, -2.5877640352277083
