(B ((B ((S +) (+ 1))) ((S +) (+ 1)))), nan, nan, nan, -5.921836383648569, -6.231090868762562
((B (+ 1)) ((S *) ((S +) (+ 1)))), nan, nan, -5.842833168519116, -4.932902044931202, -5.215116669448066
((B ((S *) I)) (+ ((+ 1) 1))), nan, nan, -6.248298276627279, -5.574755931103597, -5.790480814351627
((B (+ 1)) (* 0)), nan, nan, -5.842833168519116, -5.797899482417807, -5.9082638500080105
(B ((S +) (+ ((+ 1) 1)))), nan, nan, -5.710565199941364, -5.074538523261365, -5.537943688202617
(B ((S *) (+ ((+ 1) 1)))), nan, nan, -5.422883127489584, -6.104157940442523, -6.741916492528553
((B (+ 1)) ((S *) ((S +) ((S +) I)))), nan, nan, nan, -7.184193843537697, -5.589810118889476
((B (+ 1)) ((S *) I)), nan, nan, -5.14968598795917, -5.044127680041426, -5.215116669448066
(B (((S B) (S +)) ((S +) I))), nan, nan, nan, -7.020448672316678, nan
((S B) I), nan, nan, -5.432933463343085, -7.196273369192298, nan
(B (+ ((+ 1) 1))), nan, nan, -4.863267339554161, -5.005545651774414, -4.229610868552438
((S B) ((S B) ((S B) (S *)))), nan, nan, nan, -6.614983564208513, -7.147381600636717
((S B) (S *)), nan, nan, -4.863267339554161, -5.315700580078253, -5.537943688202617
((S B) (S +)), nan, nan, -4.863267339554161, -5.411010759882577, -5.761087239516826
(B ((S +) ((S *) (+ ((+ 1) 1))))), nan, nan, nan, -6.104157940442523, -6.231090868762562
(B ((B (+ ((+ 1) 1))) (+ ((+ 1) 1)))), nan, nan, nan, -5.634154311196787, -4.662474950848717
(B (((S B) (B (+ 1))) ((S +) (+ 1)))), nan, nan, nan, -6.104157940442523, -6.231090868762562
(B (((S B) (S +)) ((S +) (+ 1)))), nan, nan, nan, -6.614983564208513, -6.454234420076771
(B ((B ((S +) (+ 1))) (+ 1))), nan, nan, nan, -5.2286892030886225, -5.067940058956881
(((S B) (B (+ 1))) ((B (+ 1)) (+ ((+ 1) 1)))), nan, nan, nan, -7.184193843537697, -6.8890931030197375
((S +) ((B ((S *) I)) (+ ((+ 1) 1)))), nan, nan, nan, -6.7787287354295325, -5.9082638500080105
((B (+ 1)) ((S *) ((S +) ((S +) (+ 1))))), nan, nan, nan, -7.184193843537697, -5.790480814351627
((B (+ 1)) ((S +) (+ 1))), nan, nan, -5.842833168519116, -5.931430875042329, -6.378267479253747
(B ((B (+ 1)) ((S *) ((S +) (+ 1))))), nan, nan, nan, -7.020448672316678, nan
((B ((S +) (+ 1))) ((S *) (+ 1))), nan, nan, nan, -7.184193843537697, -5.685120298693802
((S *) ((B ((S +) (+ 1))) (+ 1))), nan, nan, nan, -7.184193843537697, -5.9082638500080105
((S +) (((S B) (S +)) ((S +) (+ 1)))), nan, nan, nan, -7.184193843537697, -6.601411030567956
(((S B) (S *)) ((S +) ((S +) (+ 1)))), nan, nan, nan, -7.184193843537697, -6.378267479253747
((B ((S +) (+ 1))) ((S +) ((S +) ((S +) (+ 1))))), nan, nan, nan, -7.184193843537697, -6.8890931030197375
((B ((S +) (+ 1))) ((S +) (+ 1))), nan, nan, -5.842833168519116, -5.392434374309643, -5.685120298693802
((+ 1) 1), nan, -3.031597049975307, -2.368208318302142, -2.465694972242602, -2.46602227629108
(* (((S *) ((S +) (+ 1))) ((+ 1) 1))), nan, nan, nan, -6.7787287354295325, -6.8890931030197375
(((S B) (S +)) ((S +) I)), nan, nan, -5.842833168519116, -6.085581554869587, -6.601411030567956
((S B) (B ((S +) ((S *) I)))), nan, nan, nan, -6.614983564208513, nan
(B ((B (+ 1)) ((S *) I))), nan, nan, -5.710565199941364, -6.3273014917567325, -7.147381600636717
((S +) (((S B) (B (+ 1))) ((S +) (+ 1)))), nan, nan, nan, -7.184193843537697, -6.601411030567956
((S *) ((B (+ ((+ 1) 1))) (+ ((+ 1) 1)))), nan, nan, nan, -7.184193843537697, -6.195945922459792
((S *) (+ ((+ 1) 1))), nan, nan, -4.8620039155073895, -5.044127680041426, -5.215116669448066
((S +) ((S +) ((S *) (+ ((+ 1) 1))))), nan, nan, nan, -7.184193843537697, -6.601411030567956
((S +) (+ ((+ 1) 1))), nan, nan, -5.332007544753125, -5.797899482417807, -5.9082638500080105
((B ((S +) (+ 1))) (((S B) (S +)) (+ ((+ 1) 1)))), nan, nan, nan, -6.7787287354295325, -6.8890931030197375
((S +) (((S B) (S +)) ((S +) I))), nan, nan, nan, -7.184193843537697, -6.601411030567956
((B (+ 1)) (* (((S +) (+ 1)) ((+ 1) 1)))), nan, nan, nan, -7.184193843537697, -6.601411030567956
((S B) (B ((S *) I))), nan, nan, -6.116030308049529, -6.614983564208513, nan
(((S B) (B (+ 1))) ((S +) (+ 1))), nan, nan, -6.248298276627279, -5.931430875042329, -6.041795242632533
((B (+ ((+ 1) 1))) (+ ((+ 1) 1))), nan, nan, -6.248298276627279, -5.312391666636106, -5.685120298693802
((B (+ ((+ 1) 1))) ((S +) ((S *) (+ ((+ 1) 1))))), nan, nan, nan, -7.184193843537697, -5.502798741899847
(((S *) ((S +) (+ 1))) ((+ 1) 1)), nan, nan, -3.8722857150784167, -3.3129928326298055, -3.7187852447864476
((S +) ((S *) (+ ((+ 1) 1)))), nan, nan, -6.248298276627279, -5.104752301857861, -5.589810118889476
((B ((S +) (+ 1))) ((B ((S +) I)) ((S +) (+ 1)))), nan, nan, nan, -6.7787287354295325, -6.8890931030197375
(((S B) (S *)) (((S B) (S +)) (+ ((+ 1) 1)))), nan, nan, nan, -7.184193843537697, -6.378267479253747
(+ ((+ 1) 1)), nan, -3.796203194517397, -3.54024807552507, -4.476143642435487, -4.7688295668196465
(B ((B (+ 1)) ((S +) (+ 1)))), nan, nan, nan, -6.3273014917567325, -5.275579423735126
