((B (+ 1)) ((B ((S *) (+ 1))) ((S +) (+ 1)))), nan, nan, nan, nan, -7.082183487791474, -7.07795707916686, -7.175814567333501, -7.220136878143584, -7.305514505967852, -7.434027861873942, -7.4637220081265045, -7.4637210048080345, -7.464668342384724, -7.4637220081265045, -7.464668342384724
((B (+ 1)) ((S +) ((B ((S *) (+ 1))) ((S +) ((S +) (+ 1)))))), nan, nan, nan, nan, nan, -7.483422187275025, -7.581279675441666, -7.625601986251748, -7.710979614076017, -7.839492969982107, -7.869187116234669, -7.869186112916199, -7.870133450492888, -7.869187116234669, -7.870133450492888
((B (+ 1)) ((S +) ((B ((S *) (+ 1))) (+ 1)))), nan, nan, nan, nan, nan, -7.483422187275025, -6.88813249488172, -6.932454805691803, -6.794688882201862, -7.146345789422162, -7.176039935674724, -7.176038932356254, -7.176986269932943, -7.176039935674724, -7.176986269932943
((B (+ 1)) ((B (+ 1)) ((S +) (((S B) I) ((S +) ((S +) I)))))), nan, nan, nan, nan, nan, nan, nan, nan, nan, -7.839492969982107, -7.869187116234669, -7.869186112916199, -7.870133450492888, -7.869187116234669, -7.870133450492888
((S +) (((S B) I) ((S +) ((S +) I)))), nan, nan, nan, nan, -7.082183487791474, -6.790275006715079, -6.88813249488172, -6.932454805691803, -7.017832433516071, -7.146345789422162, -7.176039935674724, -7.176038932356254, -7.176986269932943, -7.176039935674724, -7.176986269932943
((B (+ 1)) (((S B) I) ((S +) (+ 1)))), nan, nan, nan, nan, -7.082183487791474, -6.790275006715079, -6.6649889435675105, -6.709311254377593, -6.794688882201862, -7.146345789422162, -7.176039935674724, -7.176038932356254, -7.176986269932943, -7.176039935674724, -7.176986269932943
((B (+ 1)) ((B (+ 1)) ((B (+ 1)) (((S B) I) ((S +) (+ 1)))))), nan, nan, nan, nan, nan, nan, nan, nan, -7.710979614076017, -7.434027861873942, -7.4637220081265045, -7.4637210048080345, -7.464668342384724, -7.4637220081265045, -7.464668342384724
((B (+ 1)) ((S +) (((S B) I) ((S +) ((S +) (+ 1)))))), nan, nan, nan, nan, nan, nan, nan, nan, nan, -7.839492969982107, -7.869187116234669, -7.869186112916199, -7.870133450492888, -7.869187116234669, -7.870133450492888
((B (+ 1)) ((B ((S +) I)) ((S +) ((B ((S *) (+ 1))) (+ 1))))), nan, nan, nan, nan, nan, nan, nan, nan, nan, -7.839492969982107, -7.4637220081265045, -7.4637210048080345, -7.464668342384724, -7.4637220081265045, -7.464668342384724
((B (+ 1)) ((S +) ((B ((S +) I)) ((B ((S *) (+ 1))) (+ 1))))), nan, nan, nan, nan, nan, nan, nan, nan, nan, -7.839492969982107, -7.869187116234669, -7.869186112916199, -7.870133450492888, -7.869187116234669, -7.870133450492888
((B (+ 1)) ((B ((S +) I)) (((S B) I) ((S +) (+ 1))))), nan, nan, nan, nan, nan, -7.483422187275025, -7.175814567333501, -7.625601986251748, -7.710979614076017, -7.434027861873942, -7.4637220081265045, -7.4637210048080345, -7.464668342384724, -7.869187116234669, -7.870133450492888
((B ((S +) I)) ((S +) ((B ((S *) (+ 1))) (+ 1)))), nan, nan, nan, nan, nan, -7.483422187275025, -7.175814567333501, -7.220136878143584, -7.305514505967852, -7.146345789422162, -7.176039935674724, -7.176038932356254, -7.176986269932943, -7.176039935674724, -7.176986269932943
((S +) ((B ((S +) I)) ((B ((S *) (+ 1))) (+ 1)))), nan, nan, nan, nan, nan, -7.483422187275025, -7.581279675441666, -7.625601986251748, -7.710979614076017, -7.434027861873942, -7.4637220081265045, -7.4637210048080345, -7.464668342384724, -7.4637220081265045, -7.464668342384724
((B ((S +) I)) (((S B) I) ((S +) (+ 1)))), nan, nan, nan, nan, -7.082183487791474, -6.790275006715079, -6.88813249488172, -6.932454805691803, -7.017832433516071, -7.146345789422162, -7.176039935674724, -7.176038932356254, -7.176986269932943, -7.176039935674724, -7.176986269932943
((B (+ 1)) ((B (+ 1)) ((B ((S +) I)) (((S B) I) ((S +) (+ 1)))))), nan, nan, nan, nan, nan, nan, nan, nan, nan, -7.839492969982107, -7.869187116234669, -7.869186112916199, -7.870133450492888, -7.869187116234669, -7.870133450492888
((B ((S *) (+ 1))) ((S +) (+ 1))), nan, nan, nan, -6.093372108906936, -6.165892755917319, -6.56713145540087, -6.6649889435675105, -6.932454805691803, -7.017832433516071, -7.146345789422162, -7.176039935674724, -7.176038932356254, -7.176986269932943, -7.176039935674724, -7.176986269932943
((B (+ 1)) ((B (+ 1)) ((B ((S *) (+ 1))) ((S +) (+ 1))))), nan, nan, nan, nan, nan, -7.483422187275025, -7.581279675441666, -7.625601986251748, -7.710979614076017, -7.839492969982107, -7.869187116234669, -7.869186112916199, -7.870133450492888, -7.869187116234669, -7.870133450492888
((B (+ 1)) ((B (+ 1)) ((S +) ((B ((S *) (+ 1))) (+ 1))))), nan, nan, nan, nan, nan, nan, nan, nan, -7.710979614076017, -7.146345789422162, -7.176039935674724, -7.176038932356254, -7.176986269932943, -7.176039935674724, -7.176986269932943
((S +) ((B ((S *) (+ 1))) ((S +) ((S +) (+ 1))))), nan, nan, nan, nan, -7.082183487791474, -7.07795707916686, -7.175814567333501, -7.220136878143584, -7.305514505967852, -7.434027861873942, -7.4637220081265045, -7.4637210048080345, -7.464668342384724, -7.4637220081265045, -7.464668342384724
((S +) ((B ((S *) (+ 1))) (+ 1))), nan, nan, nan, nan, -6.389036307231529, -6.230659218779657, -6.3285167069462975, -6.37283901775638, -6.458216645580649, -6.586730001486739, -6.616424147739301, -6.616423144420831, -6.61737048199752, -6.616424147739301, -6.61737048199752
