1, -3.0, -2.7517033315612505, -2.990018029992918, -2.990018029992918, -2.990018029992918, -2.990018029992918, -2.990018029992918, -2.990018029992918, -2.990018029992918, -2.990018029992918, -2.990018029992918
0, -3.0, -2.7517033315612505, -2.590904525844976, -2.590904525844976, -2.590904525844976, -2.590904525844976, -2.590904525844976, -2.590904525844976, -2.590904525844976, -2.590904525844976, -2.590904525844976
+, -3.0, -2.9711121789389003, -3.3641852722246983, -3.3641852722246983, -3.3641852722246983, -3.3641852722246983, -3.3641852722246983, -3.3641852722246983, -3.3641852722246983, -3.3641852722246983, -3.3641852722246983
*, -3.0, -2.9711121789389003, -3.0834305689082537, -3.0834305689082537, -3.0834305689082537, -3.0834305689082537, -3.0834305689082537, -3.0834305689082537, -3.0834305689082537, -3.0834305689082537, -3.0834305689082537
S, -3.0, -2.0660676651863343, -2.085189392957913, -2.085189392957913, -2.085189392957913, -2.085189392957913, -2.085189392957913, -2.085189392957913, -2.085189392957913, -2.085189392957913, -2.085189392957913
I, -3.0, -3.488777724953106, -3.6643489268972536, -3.6643489268972536, -3.6643489268972536, -3.6643489268972536, -3.6643489268972536, -3.6643489268972536, -3.6643489268972536, -3.6643489268972536, -3.6643489268972536
C, -3.0, -4.651042675170991, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099
B, -3.0, -4.651042675170991, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099
CSC, -3.0, -4.651042675170991, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099
CSB, -3.0, -4.651042675170991, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099
CSS, -3.0, -4.651042675170991, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099
CBB, -3.0, -4.651042675170991, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099
CBC, -3.0, -4.651042675170991, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099
CBS, -3.0, -4.651042675170991, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099
CCS, -3.0, -4.651042675170991, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099
CCC, -3.0, -4.651042675170991, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099
CCB, -3.0, -4.651042675170991, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099
(* 0), -3.459930390636605, -3.5969818318500315, -3.5969818318500315, -3.5969818318500315, -3.5969818318500315, -3.5969818318500315, -3.5969818318500315, -3.5969818318500315, -3.5969818318500315, -3.5969818318500315
((S *) I), -3.459930390636605, -3.1915167237418673, -3.1915167237418673, -3.1915167237418673, -3.1915167237418673, -3.1915167237418673, -3.1915167237418673, -3.1915167237418673, -3.1915167237418673, -3.1915167237418673
SBS, -3.0, -4.651042675170991, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099
SBB, -3.0, -4.651042675170991, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099
SBC, -3.0, -4.651042675170991, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099
(S +), nan, nan, -3.345667403569126, -3.345667403569126, -3.345667403569126, -3.345667403569126, -3.345667403569126, -3.345667403569126, -3.345667403569126, -3.345667403569126, -3.345667403569126
(S *), -3.172248318184824, -3.345667403569126, -3.345667403569126, -3.345667403569126, -3.345667403569126, -3.345667403569126, -3.345667403569126, -3.345667403569126, -3.345667403569126, -3.345667403569126
SCC, -3.0, -4.651042675170991, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099
SCB, -3.0, -4.651042675170991, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099
SCS, -3.0, -4.651042675170991, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099
BCB, -3.0, -4.651042675170991, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099, -4.65104267517099
