((B (+ 1)) (* 0)), nan, nan, -3.921598070463626, -3.715311626343805, -3.766327890482889, -3.766327890482889, -3.766327890482889, -3.766327890482889, -3.766327890482889, -3.766327890482889, -3.766327890482889
((+ 1) ((+ 1) ((+ 1) 1))), nan, nan, nan, -3.472081316462858, -3.415844916792078, -3.415844916792078, -3.415844916792078, -3.415844916792078, -3.415844916792078, -3.415844916792078, -3.415844916792078
((+ 1) 1), nan, nan, -2.9481489247495225, -3.248937765148648, -3.415844916792078, -3.415844916792078, -3.415844916792078, -3.415844916792078, -3.415844916792078, -3.415844916792078, -3.415844916792078
((+ 1) ((+ 1) ((+ 1) ((+ 1) 1)))), nan, nan, nan, nan, -3.9266705405580686, -3.9266705405580686, -3.9266705405580686, -3.9266705405580686, -3.9266705405580686, -3.9266705405580686, -3.9266705405580686
((+ 1) ((+ 1) 1)), nan, nan, -3.8644396566236776, -3.248937765148648, -3.415844916792078, -3.415844916792078, -3.415844916792078, -3.415844916792078, -3.415844916792078, -3.415844916792078, -3.415844916792078
1, -3.0, -2.297542699239373, -2.638463155649778, -3.0499260739942344, -3.0372758351509743, -3.184579496617744, -3.0372758351509743, -3.184579496617744, -3.0372758351509743, -3.184579496617744, -3.0372758351509743
0, -3.0, -2.297542699239373, -2.9858541656286306, -3.228942772709713, -3.566442627358919, -3.3573933122549686, -3.566442627358919, -3.3573933122549686, -3.566442627358919, -3.3573933122549686, -3.566442627358919
+, -3.0, -2.297542699239374, -2.6886116644412206, -2.569596862290383, -2.655761523673554, -2.551590005794175, -2.655761523673554, -2.551590005794175, -2.655761523673554, -2.551590005794175, -2.655761523673554
*, -3.0, -2.7532236636069563, -2.846096799762404, -2.8207449357936785, -2.655761523673554, -2.77206029739105, -2.655761523673554, -2.77206029739105, -2.655761523673554, -2.77206029739105, -2.655761523673554
S, -3.0, -1.6478460671094433, -2.1583303316752507, -2.156948617363395, -2.1630266138593086, -2.1630266138593086, -2.1630266138593086, -2.1630266138593086, -2.1630266138593086, -2.1630266138593086, -2.1630266138593086
I, -3.0, -2.7953297460899087, -2.4595888418037104, -2.4595888418037104, -2.4595888418037104, -2.4595888418037104, -2.4595888418037104, -2.4595888418037104, -2.4595888418037104, -2.4595888418037104, -2.4595888418037104
C, -3.0, -2.4595888418037104, -2.4595888418037104, -2.4595888418037104, -2.4595888418037104, -2.4595888418037104, -2.4595888418037104, -2.4595888418037104, -2.4595888418037104, -2.4595888418037104, -2.4595888418037104
B, -3.0, -2.4595888418037104, -2.5274689840383116, -2.5261365289620428, -2.5319973484665947, -2.5319973484665947, -2.5319973484665947, -2.5319973484665947, -2.5319973484665947, -2.5319973484665947, -2.5319973484665947
((S +) (+ 1)), nan, nan, -3.921598070463626, -3.715311626343805, -3.766327890482889, -3.766327890482889, -3.766327890482889, -3.766327890482889, -3.766327890482889, -3.766327890482889, -3.766327890482889
(* 0), -2.9460336323280867, -3.2284508899036806, -3.4276295538920243, -3.4786458180311084, -3.4786458180311084, -3.4786458180311084, -3.4786458180311084, -3.4786458180311084, -3.4786458180311084, -3.4786458180311084
(+ 1), -2.540568524219922, -2.3121601580295255, -2.3290172652239147, -2.299990821689462, -2.299990821689462, -2.299990821689462, -2.299990821689462, -2.299990821689462, -2.299990821689462, -2.299990821689462
(S +), -2.9460336323280867, -2.8229857817955164, -3.5146409308816535, -3.6265659481077304, -3.6265659481077304, -3.6265659481077304, -3.6265659481077304, -3.6265659481077304, -3.6265659481077304, -3.6265659481077304
(B (+ 1)), nan, nan, -3.739276513669671, -3.2269588584298727, -3.3388838756559496, -3.3388838756559496, -3.3388838756559496, -3.3388838756559496, -3.3388838756559496, -3.3388838756559496, -3.3388838756559496
