(B ((S +) (+ ((+ 1) 1)))), nan, nan, -5.551920780550815, -4.395860715525004, -4.503960233030458, -4.582400527037642, -4.582400527037641, -4.582400527037641, -4.58240052703764, -4.58240052703764, -4.58240052703764, -4.58240052703764, -4.58240052703764, -4.58240052703764, -4.58240052703764, -4.58240052703764, -4.58240052703764, -4.58240052703764, -4.58240052703764, -4.58240052703764, -4.58240052703764, -4.58240052703764, -4.58240052703764, -4.58240052703764, -4.58240052703764
(B ((S *) (+ ((+ 1) 1)))), nan, nan, -4.85877359999087, -5.494473004193113, -5.890254594150349, -5.881683511167902, -5.881683511167902, -5.881683511167902, -5.881683511167901, -5.881683511167901, -5.881683511167901, -5.881683511167901, -5.881683511167901, -5.881683511167901, -5.881683511167901, -5.881683511167901, -5.881683511167901, -5.881683511167901, -5.881683511167901, -5.881683511167901, -5.881683511167901, -5.881683511167901, -5.881683511167901, -5.881683511167901, -5.881683511167901
((+ ((+ 1) 1)) ((+ 1) 1)), nan, nan, -3.9778847951676304, -3.0741048755426834, -3.4794559165160703, -3.4794685772250156, -3.4794685772250147, -3.4794685772250147, -3.4794685772250147, -3.4794685772250147, -3.4794685772250147, -3.4794685772250147, -3.4794685772250147, -3.4794685772250147, -3.4794685772250147, -3.4794685772250147, -3.4794685772250147, -3.4794685772250147, -3.4794685772250147, -3.4794685772250147, -3.4794685772250147, -3.4794685772250147, -3.4794685772250147, -3.4794685772250147, -3.4794685772250147
(B (+ ((+ 1) 1))), nan, nan, -4.165626419430925, -4.578182272318958, -3.993134609264468, -3.8448015839068623, -3.889253346477695, -3.8448015839068614, -3.889253346477695, -3.889253346477695, -3.889253346477695, -3.889253346477695, -3.889253346477695, -3.889253346477695, -3.889253346477695, -3.889253346477695, -3.889253346477695, -3.889253346477695, -3.889253346477695, -3.889253346477695, -3.889253346477695, -3.889253346477695, -3.889253346477695, -3.889253346477695, -3.889253346477695
(B ((S +) ((S *) (+ ((+ 1) 1))))), nan, nan, nan, -5.271329452878903, -5.3794289703843585, -5.370857887401911, -5.370857887401911, -5.370857887401911, -5.37085788740191, -5.37085788740191, -5.37085788740191, -5.37085788740191, -5.37085788740191, -5.37085788740191, -5.37085788740191, -5.37085788740191, -5.37085788740191, -5.37085788740191, -5.37085788740191, -5.37085788740191, -5.37085788740191, -5.37085788740191, -5.37085788740191, -5.37085788740191, -5.37085788740191
(+ ((+ ((+ 1) 1)) ((+ 1) 1))), nan, nan, nan, -6.405033061358283, -5.383693369170816, -5.5553322975569674, -5.555332297556967, -5.555332297556967, -5.555332297556966, -5.555332297556966, -5.555332297556966, -5.555332297556966, -5.555332297556966, -5.555332297556966, -5.555332297556966, -5.555332297556966, -5.555332297556966, -5.555332297556966, -5.555332297556966, -5.555332297556966, -5.555332297556966, -5.555332297556966, -5.555332297556966, -5.555332297556966, -5.555332297556966
((B ((S +) (+ 1))) ((S +) (+ 1))), nan, nan, nan, -6.405033061358283, -5.229542689343557, -5.218860060935754, -5.218860060935754, -5.218860060935754, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753
((+ 1) 1), nan, -3.2500463918295606, -2.59159043404774, -2.668639767434519, -2.4986266635043446, -2.4986393242132894, -2.4986393242132885, -2.4986393242132885, -2.4986393242132885, -2.4986393242132885, -2.4986393242132885, -2.4986393242132885, -2.4986393242132885, -2.4986393242132885, -2.4986393242132885, -2.4986393242132885, -2.4986393242132885, -2.4986393242132885, -2.4986393242132885, -2.4986393242132885, -2.4986393242132885, -2.4986393242132885, -2.4986393242132885, -2.4986393242132885, -2.4986393242132885
((B ((S +) (+ 1))) ((S *) ((S +) I))), nan, nan, nan, -6.405033061358283, -5.229542689343557, -5.218860060935754, -5.218860060935754, -5.218860060935754, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753, -5.218860060935753
((S *) (+ ((+ 1) 1))), nan, nan, -4.27995560507151, -4.45912291230297, -4.610503480937334, -4.599820852529531, -4.599820852529531, -4.599820852529531, -4.59982085252953, -4.59982085252953, -4.59982085252953, -4.59982085252953, -4.59982085252953, -4.59982085252953, -4.59982085252953, -4.59982085252953, -4.59982085252953, -4.59982085252953, -4.59982085252953, -4.59982085252953, -4.59982085252953, -4.59982085252953, -4.59982085252953, -4.59982085252953, -4.59982085252953
