((+ 1) ((* 2) ((+ 2) 2))), nan, nan, nan, nan, -5.824074895409983, nan, -5.845268072041884, nan, nan, -5.845748050506881
((* 2) 2), -4.785774183838518, -3.7331504471190744, -4.433469947336199, -4.280057818251415, -4.907784163535828, -4.84771658685362, -5.152120891481939, -4.858371225214289, -4.871658336783705, -5.1526008699469354
(SSS (BCB *)), -3.254297812874129, -2.947221533108163, -2.957563427526622, -2.950921870971474, -2.95239527052597, -2.9505966019677383, -2.95489631414572, -2.95130090947524, -2.9547357246016444, -2.9553762926107163
((((SSS (BCB *)) I) *) 2), -3.9474449934340745, -3.5303678184537803, -4.292564494258961, -5.333549671639056, -4.49284031147312, -4.796423292466069, -4.495341355092869, -4.7794280228741695, -5.2234192659200085, -4.747135761838771
((+ 1) (((((SSS (BCB *)) I) I) I) ((+ 2) 1))), nan, nan, -5.819764308456089, -5.78413521502769, -5.130927714850038, -5.764007318727775, -5.152120891481939, -5.3691968489802795, -5.094801888097915, -5.440282942398716
(((((SSS (BCB *)) I) I) I) ((+ 1) ((+ 2) 2))), nan, nan, nan, nan, nan, nan, -5.845268072041884, nan, -5.78794906865786, -5.845748050506881
(((((SSS (BCB *)) I) I) I) ((+ 2) ((+ 2) 1))), nan, nan, -5.819764308456089, nan, nan, nan, nan, nan, nan, nan
((+ 1) ((* 2) ((* 2) 2))), nan, nan, -5.126617127896144, nan, nan, nan, nan, nan, nan, nan
((+ 2) ((+ 2) ((+ 2) 1))), nan, nan, -5.819764308456089, -5.0909880344677445, -5.418609787301818, -5.07086013816783, -5.43980296393372, -5.081514776528499, -5.094801888097915, -5.1526008699469354
((+ 2) 1), -4.785774183838518, -3.5100068958048647, -3.873854159400777, -3.838225065972377, -3.878164746354669, -3.7491042981855105, -3.9734658951402935, -3.8287518080331315, -3.7730460481155954, -3.8998379014515683
((+ 2) 2), -4.831762735787184, -3.947962131554499, -3.838225065972377, -3.7446333537301464, -3.818097169672462, -3.765826530362049, -3.8287518080331315, -3.842038919602547, -3.8308450299646166
((((BCB +) *) 0) ((+ 2) 2)), nan, nan, -5.2088552261331165, nan, nan, nan, nan, nan, nan, nan
(BCB +), -2.848832704765965, -2.947221533108163, -2.957563427526622, -2.950921870971474, -2.95239527052597, -2.9505966019677383, -2.95489631414572, -2.95130090947524, -2.9547357246016444, -2.9553762926107163
(BCB *), -2.848832704765965, -2.947221533108163, -2.957563427526622, -2.950921870971474, -2.95239527052597, -2.9505966019677383, -2.95489631414572, -2.95130090947524, -2.9547357246016444, -2.9553762926107163
(((SSS (BCB *)) I) I), -4.785774183838518, -4.117292785758417, -4.256846411656882, -4.219433196434981, -5.350290543324341, -4.385681127257061, -5.35279158694409, -4.370385093418121, -4.223247050065152, -4.932538985170133
