1, -3.4657359027997265
0, -3.4657359027997265
+, -3.4657359027997265
*, -3.4657359027997265
I, -3.4657359027997265
CSC, -3.4657359027997265
CSB, -3.4657359027997265
CSS, -3.4657359027997265
CBB, -3.4657359027997265
CBC, -3.4657359027997265
CBS, -3.4657359027997265
CCS, -3.4657359027997265
CCC, -3.4657359027997265
CCB, -3.4657359027997265
SBS, -3.4657359027997265
SBB, -3.4657359027997265
SBC, -3.4657359027997265
SCC, -3.4657359027997265
SCB, -3.4657359027997265
SCS, -3.4657359027997265
BCB, -3.4657359027997265
BCC, -3.4657359027997265
BCS, -3.4657359027997265
BBS, -3.4657359027997265
BBC, -3.4657359027997265
BBB, -3.4657359027997265
SSS, -3.4657359027997265
SSC, -3.4657359027997265
SSB, -3.4657359027997265
BSS, -3.4657359027997265
BSB, -3.4657359027997265
BSC, -3.4657359027997265
