,(C B), nan,-4.476955239,-3.561836778,-3.797523989,-3.929652878,-3.924634876,-3.921605549,-3.922704414,-3.923678662,-3.923466397,-3.923678662,-3.923466397,-3.923678662,-3.923466397,-3.923678662
TRUE,((S nand) ((S nand) I)), nan,-3.970280229,-3.867672046,-3.843713372,-3.860408466,-3.882411021,-3.879381694,-3.880480559,-3.881454807,-3.881242542,-3.881454807,-3.881242542,-3.881454807,-3.881242542,-3.881454807
,C,-2.151367405,-3.447989826,-3.775875644,-3.808956796,-3.870146736,-3.952232687,-3.870827616,-3.827057901,-3.849377881,-3.84927103,-3.849377881,-3.84927103,-3.849377881,-3.84927103,-3.849377881
,(B ((S B) (S nand))), nan, nan,-4.47812751,-4.110342035,-3.984461115,-3.836342269,-3.833312942,-3.823361971,-3.813162918,-3.812950653,-3.813162918,-3.812950653,-3.813162918,-3.812950653,-3.813162918
AND,(((C B) nand) (B ((S nand) I))), nan, nan,-3.756809453,-3.949073887,-3.82683217,-3.783698535,-3.770792585,-3.764419435,-3.762890552,-3.760168876,-3.762890552,-3.760168876,-3.762890552,-3.760168876,-3.762890552
,S,-2.418813716,-3.140456448,-3.653334648,-3.778914542,-3.737491179,-3.734175778,-3.732171567,-3.732898817,-3.733543366,-3.733402953,-3.733543366,-3.733402953,-3.733543366,-3.733402953,-3.733543366
NOT,((S nand) I), nan,-3.369506369,-3.450778242,-3.469019922,-3.497502972,-3.532208592,-3.529179265,-3.53027813,-3.531252377,-3.531040113,-3.531252377,-3.531040113,-3.531252377,-3.531040113,-3.531252377
,(S nand), nan,-2.079059966,-2.986472634,-3.319488188,-3.416477077,-3.411459075,-3.408429748,-3.409528613,-3.410502861,-3.410290596,-3.410502861,-3.410290596,-3.410502861,-3.410290596,-3.410502861
,(B ((S nand) I)), nan, nan,-3.209616185,-3.201705153,-3.298694041,-3.293676039,-3.290646712,-3.291745578,-3.292719825,-3.29250756,-3.292719825,-3.29250756,-3.292719825,-3.29250756,-3.292719825
,nand,-1.107930075,-2.13858504,-3.166909371,-3.214289599,-3.213126011,-3.209974618,-3.206653484,-3.205001694,-3.204604278,-3.203895696,-3.204604278,-3.203895696,-3.204604278,-3.203895696,-3.204604278
F,((S B) (S nand)), nan,-3.465354328,-3.209616185,-3.319488188,-3.193333526,-3.188315524,-3.185286197,-3.186385062,-3.187359309,-3.187147045,-3.187359309,-3.187147045,-3.187359309,-3.187147045,-3.187359309
,I,-1.227228589,-2.251878605,-2.786474624,-2.945187928,-2.94301082,-2.931038838,-2.927588242,-2.930072236,-2.929595879,-2.929489488,-2.929595879,-2.929489488,-2.929595879,-2.929489488,-2.929595879
,(B B), nan,-3.059889219,-2.77516354,-2.508557972,-2.537542132,-2.552326757,-2.580549974,-2.581648839,-2.582623086,-2.582410821,-2.582623086,-2.582410821,-2.582623086,-2.582410821,-2.582623086
,x,-1.764325715,-2.064012816,-2.30336744,-2.317041687,-2.321716939,-2.317493802,-2.314942706,-2.315868237,-2.316688674,-2.316509932,-2.316688674,-2.316509932,-2.316688674,-2.316509932,-2.316688674
