((B (B (B ((S nand) I)))) ((B ((C B) ((S nand) I))) (C ((B ((C B) ((S nand) I))) (((B ((C B) nand)) S) ((B C) (((B ((C B) nand)) S) ((B C) (((C B) nand) (S ((B (B nand)) nand))))))))))), -7.2152735784388256
((B C) ((B ((C B) ((S nand) I))) (C (((B ((C B) nand)) S) ((B C) (((B ((C B) nand)) S) ((B C) (((C B) nand) (S ((B (B nand)) nand)))))))))), -6.2989828465646704
(C ((B ((C B) ((S nand) I))) ((B C) (((C B) nand) (S ((B (B nand)) nand)))))), -6.2989828465646704
((B (B nand)) ((S ((B (B nand)) nand)) ((S nand) I))), -5.828979217318936
(((B ((C B) nand)) S) (((B ((C B) nand)) S) ((B C) ((B (B nand)) nand)))), -5.711196181662552
((B C) ((B (B nand)) nand)), -5.5105254862004
((B (S nand)) ((S ((B (B nand)) nand)) ((S nand) I))), -4.66729432519575
(((B ((C B) nand)) S) (((B ((C B) nand)) S) (((B ((C B) nand)) S) ((B C) (((B ((C B) nand)) S) ((B C) (((C B) nand) (S ((B (B nand)) nand))))))))), -6.1166612897707155
(((B ((C B) nand)) S) ((B C) (((B ((C B) nand)) S) ((B C) (((C B) nand) (S ((B (B nand)) nand))))))), -5.605835666004725
(((C B) nand) (S ((B (B nand)) nand))), -5.828979217318936
(C (((B ((C B) nand)) S) (C ((B C) (((B ((C B) nand)) S) ((B C) (((C B) nand) (S ((B (B nand)) nand))))))))), -6.809808470330661
(C ((B ((C B) ((S nand) I))) (C ((B ((C B) ((S nand) I))) (((B ((C B) nand)) S) ((B C) (((B ((C B) nand)) S) ((B C) (((C B) nand) (S ((B (B nand)) nand))))))))))), -7.2152735784388256
(C ((B ((C B) ((S nand) I))) ((B C) ((B (B nand)) ((S ((B (B nand)) nand)) ((S nand) I)))))), -7.2152735784388256
((C B) ((S nand) I)), -6.767355154078321
((B (B (B ((S nand) I)))) (((C B) nand) ((S (C B)) (S ((B (B nand)) nand))))), -7.2152735784388256
((S (C B)) (S ((B (B nand)) nand))), -4.985748056314285
((B ((C B) ((S nand) I))) (((B ((C B) nand)) S) (((B ((C B) nand)) S) ((B C) ((B (B nand)) nand))))), -7.2152735784388256
((B ((C B) ((S nand) I))) ((B C) ((B (B nand)) nand))), -6.809808470330661
((B C) (C (((B ((C B) nand)) S) ((B C) (((B ((C B) nand)) S) ((B C) (((C B) nand) (S ((B (B nand)) nand))))))))), -6.809808470330661
(C ((B C) (((B ((C B) nand)) S) ((B C) (((B ((C B) nand)) S) ((B C) (((C B) nand) (S ((B (B nand)) nand))))))))), -6.1166612897707155
(C ((B C) (((C B) nand) (S ((B (B nand)) nand))))), -7.2152735784388256
((B (B ((S nand) I))) ((B (S nand)) ((S ((B (B nand)) nand)) ((S nand) I)))), -4.66729432519575
((B (B (B ((S nand) I)))) ((B C) (((B ((C B) nand)) S) ((B C) (((B ((C B) nand)) S) ((B C) (((C B) nand) (S ((B (B nand)) nand))))))))), -7.2152735784388256
((B (B (B ((S nand) I)))) ((B C) (((C B) nand) (S ((B (B nand)) nand))))), -7.2152735784388256
(S ((B C) ((B (B nand)) nand))), -4.58028294820612
(B ((S nand) I)), -3.398782999732243
