((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) 0))))))))), nan, nan, nan, nan, -4.860421325548272, -4.889106451393838, -4.539207889196751, -4.539207889196751, -4.539207889196751, -4.539207889196751
((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) 0))))))), nan, nan, -4.610090607184743, -4.256567794455142, -4.167274144988327, -4.195959270833892, -4.251525816744971, -4.251525816744971, -4.251525816744971, -4.251525816744971
((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) 0))))), nan, nan, -4.204625499076578, -4.033424243140932, -4.167274144988327, -4.195959270833892, -4.251525816744971, -4.251525816744971, -4.251525816744971, -4.251525816744971
((+ 1) ((+ 1) ((+ 1) 0))), nan, nan, -4.204625499076578, -4.033424243140932, -4.167274144988327, -4.195959270833892, -4.251525816744971, -4.251525816744971, -4.251525816744971, -4.251525816744971
((+ 1) 0), nan, nan, -4.610090607184743, -4.9497149750150875, -4.860421325548272, -4.889106451393838, -4.944672997304915, -4.944672997304915, -4.944672997304915, -4.944672997304915
(+ ((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) 0)))))))))), nan, nan, nan, nan, nan, nan, -4.997316730790338, -4.997316730790338, -4.997316730790338, -4.997316730790338
(+ ((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) 0)))))))), nan, nan, nan, -4.835304623837343, -4.666265311107315, -4.889106451393838, -4.997316730790338, -4.997316730790338, -4.997316730790338, -4.997316730790338
(+ ((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) 0)))))), nan, nan, nan, -4.835304623837343, -4.666265311107315, -4.889106451393838, -4.997316730790338, -4.997316730790338, -4.997316730790338, -4.997316730790338
(+ ((+ 1) ((+ 1) ((+ 1) 0)))), nan, nan, nan, -4.835304623837343, -4.666265311107315, -4.889106451393838, -4.997316730790338, -4.997316730790338, -4.997316730790338, -4.997316730790338
1, -3.784189633918261, -2.056535803114681, -3.6462819349786417, -4.436373343800123, -4.355853564850884, -4.741476737172629, -4.78923152659797, -4.78923152659797, -4.78923152659797, -4.78923152659797
((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) 0)))))))), nan, nan, nan, nan, -4.454956217440108, -4.195959270833892, -4.251525816744971, -4.251525816744971, -4.251525816744971, -4.251525816744971
((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) ((+ 1) 0)))))), nan, nan, -4.204625499076578, -4.033424243140932, -4.167274144988327, -4.195959270833892, -4.251525816744971, -4.251525816744971, -4.251525816744971, -4.251525816744971
((+ 1) ((+ 1) ((+ 1) ((+ 1) 0)))), nan, nan, -4.204625499076578, -4.033424243140932, -4.167274144988327, -4.195959270833892, -4.251525816744971, -4.251525816744971, -4.251525816744971, -4.251525816744971
((+ 1) ((+ 1) 0)), nan, nan, -4.610090607184743, -4.256567794455142, -4.860421325548272, -4.483641343285673, -4.251525816744971, -4.251525816744971, -4.251525816744971, -4.251525816744971
0, -3.784189633918261, -4.435567401601911, -3.8578906108002275, -4.174589134829624, -4.715222484744247, -4.741476737172629, -4.78923152659797, -4.78923152659797, -4.78923152659797, -4.78923152659797
+, -3.784189633918261, -3.069617481199253, -2.8230652368275515, -2.8101353660924167, -2.8054941376622584, -2.469412598190062, -2.4343586604342686, -2.4343586604342686, -2.4343586604342686, -2.4343586604342686
*, -3.784189633918261, -3.069617481199253, -3.9568998917208913, -3.3819608257992253, -4.5018595401425, -4.424846631856809, -4.424846631856809, -4.424846631856809, -4.424846631856809, -4.424846631856809
S, -3.784189633918261, -2.056535803114681, -1.9984292481361847, -2.022750671878413, -2.018057652502603, -2.0178561474449492, -2.017852871976787, -2.017852871976787, -2.017852871976787, -2.017852871976787
I, -3.784189633918261, -4.435567401601911, -2.698151896107575, -5.02106140177468, -4.885178706606753, -5.249294468711899, -5.316751218882182, -5.316751218882182, -5.316751218882182, -5.316751218882182
C, -3.784189633918261, -4.435567401601911, -4.414009680526932, -4.414009680526932, -4.414009680526932, -4.424846631856809, -4.424846631856809, -4.424846631856809, -4.424846631856809, -4.424846631856809
B, -3.784189633918261, -4.435567401601911, -4.414009680526932, -4.414009680526932, -4.414009680526932, -4.424846631856809, -4.424846631856809, -4.424846631856809, -4.424846631856809, -4.424846631856809
CSC, -3.784189633918261, -4.435567401601911, -4.414009680526932, -4.414009680526932, -4.414009680526932, -4.424846631856809, -4.424846631856809, -4.424846631856809, -4.424846631856809, -4.424846631856809
CSB, -3.784189633918261, -4.435567401601911, -4.414009680526932, -4.414009680526932, -4.414009680526932, -4.424846631856809, -4.424846631856809, -4.424846631856809, -4.424846631856809, -4.424846631856809
CSS, -3.784189633918261, -4.435567401601911, -4.414009680526932, -4.414009680526932, -4.414009680526932, -4.424846631856809, -4.424846631856809, -4.424846631856809, -4.424846631856809, -4.424846631856809
CBB, -3.784189633918261, -4.435567401601911, -4.414009680526932, -4.414009680526932, -4.414009680526932, -4.424846631856809, -4.424846631856809, -4.424846631856809, -4.424846631856809, -4.424846631856809
CBC, -3.784189633918261, -4.435567401601911, -4.414009680526932, -4.414009680526932, -4.414009680526932, -4.424846631856809, -4.424846631856809, -4.424846631856809, -4.424846631856809, -4.424846631856809
