((BS nand) nand), nan, -4.005442565184694, -4.005442565184694
(nand True), nan, -2.059532416129381, -2.059532416129381
False, -2.7143219398638885, -3.2215748573991183, -3.2215748573991183
(BB (nand True)), nan, -3.4458267772492714, -3.4458267772492714
S, -2.5092986739871694, -3.493322690711327, -3.493322690711327
I, -2.26188933142181, -2.7691422489570394, -2.7691422489570394
C, -2.80534122117352, -4.027976522565981, -4.027976522565981
B, -3.285972803265591, -3.7932257208008204, -3.7932257208008204
True, -4.652391576569178, -2.055038115281012, -2.055038115281012
nand, -2.5530133347227597, -2.556801136185081, -2.556801136185081
SB, -3.268873451890071, -3.7761263694253007, -3.7761263694253007
SC, -2.63345536127511, -3.1407082788103393, -3.1407082788103393
SS, -2.266363068065828, -2.773615985601058, -2.773615985601058
CS, -3.2045330944255817, -3.711786011960811, -3.711786011960811
CB, -3.6785024818715724, -4.185755399406802, -4.185755399406802
CC, -2.120288677844064, -2.6275415953792933, -2.6275415953792933
BC, -4.146831404082153, -4.654084321617383, -4.654084321617383
BB, -3.837557058792783, -3.6193491680541476, -3.6193491680541476
BS, -2.069636678440117, -2.8369107322651685, -2.8369107322651685
(BS nand), nan, -3.4458267772492714, -3.4458267772492714
(((S BS) C) ((BS nand) nand)), nan, -4.005442565184694, -4.005442565184694
(S BS), nan, -3.668970328563482, -3.668970328563482
((BB (nand True)) nand), nan, -4.005442565184694, -4.005442565184694
((S BS) C), nan, -4.256756993465601, -4.256756993465601
