(B ((B ((S +) (+ 1))) ((S +) (+ 1)))), nan, nan, nan, -5.8410074405244305, -6.151532807490914
((B (+ 1)) ((S *) ((S +) (+ 1)))), nan, nan, -6.2357662176057325, -4.911616084604578, -5.087887959354274
((B ((S *) I)) (+ ((+ 1) 1))), nan, nan, -6.2357662176057325, -5.604763265164523, -5.723876726074269
((B (+ 1)) (* 0)), nan, nan, -5.830301109497569, -5.722546300820907, -5.841659761730653
(B ((S +) (+ ((+ 1) 1)))), nan, nan, -5.6790701397736445, -5.06781755229095, -5.681529178245177
(B ((S *) (+ ((+ 1) 1)))), nan, nan, -5.391388067321863, -6.0233289973183854, -6.662358431256904
((B (+ 1)) ((S *) ((S +) ((S +) I)))), nan, nan, nan, -7.108840661940798, -5.841659761730653
((B (+ 1)) ((S *) I)), nan, nan, -5.137153928937623, -4.968774498444526, -5.148512581170708
(B (((S B) (S +)) ((S +) I))), nan, nan, nan, -6.939619729192541, nan
((S B) I), nan, nan, -5.407582753241844, nan, nan
(B (+ ((+ 1) 1))), nan, nan, -4.698240886761918, -4.860178187512705, -4.2056226584356
((S B) ((S B) ((S B) (S *)))), nan, nan, nan, -6.534154621084376, -7.067823539365068
((S B) (S *)), nan, nan, -4.83177227938644, -5.33018181675844, -5.969211250696959
((S B) (S +)), nan, nan, -4.83177227938644, -5.435542332416267, -5.681529178245177
(B ((S +) ((S *) (+ ((+ 1) 1))))), nan, nan, nan, -6.0233289973183854, -6.151532807490914
(B ((B (+ ((+ 1) 1))) (+ ((+ 1) 1)))), nan, nan, nan, -5.553325368072651, -4.669928266566697
(B (((S B) (B (+ 1))) ((S +) (+ 1)))), nan, nan, nan, -6.0233289973183854, -6.151532807490914
(B (((S B) (S +)) ((S +) (+ 1)))), nan, nan, nan, -6.534154621084376, -6.3746763588051225
(B ((B ((S +) (+ 1))) (+ 1))), nan, nan, nan, -5.234871636954116, -5.052920518822804
((S +) ((B ((S *) I)) (+ ((+ 1) 1)))), nan, nan, nan, -7.108840661940798, -5.841659761730653
((B (+ 1)) ((S *) ((S +) ((S +) (+ 1))))), nan, nan, nan, -7.108840661940798, -5.523206030612118
((B (+ 1)) ((S +) (+ 1))), nan, nan, -5.830301109497569, -5.85607769344543, -6.311663390976389
(B ((B (+ 1)) ((S *) ((S +) (+ 1))))), nan, nan, nan, -6.939619729192541, -6.662358431256904
((B ((S +) (+ 1))) ((S *) (+ 1))), nan, nan, nan, -7.108840661940798, -5.618516210416444
((S +) (((S B) (S +)) ((S +) (+ 1)))), nan, nan, nan, -6.7033755538326325, -6.311663390976389
((B ((S +) (+ 1))) ((S +) ((S +) ((S +) (+ 1))))), nan, nan, nan, -7.108840661940798, -6.82248901474238
((B ((S +) (+ 1))) ((S +) (+ 1))), nan, nan, -5.830301109497569, -5.404092569702373, -5.436194653622489
((+ 1) 1), nan, -3.00920296828861, -2.298075465429009, -2.4438304755966893, -2.4439406444448233
(* (((S *) ((S +) (+ 1))) ((+ 1) 1))), nan, nan, nan, -6.7033755538326325, -6.82248901474238
