(B (nand True)), nan, -2.804858631966978, -2.804858631966978
(B (B (nand True))), nan, -2.804858631966978, -2.804858631966978
(nand True), nan, -2.1117114514070328, -2.1117114514070328
((B (B (nand True))) nand), nan, -3.498005812526923, -3.498005812526923
False, -2.775627238654571, -3.3291940720150537, -3.3291940720150537
S, -0.9657905177747814, -1.5193573511352643, -1.5193573511352643
I, -2.141299809291975, -2.6948666426524577, -2.6948666426524577
C, -1.897111126701565, -2.450677960062048, -2.450677960062048
B, -1.646246672314072, -2.024097408839692, -2.024097408839692
True, -2.8034541308571352, -2.0833327820910528, -2.0833327820910528
nand, -3.3205856875953206, -2.7711095140881365, -2.7711095140881365
