((B ((B (+ 1)) ((S +) (+ 1)))) ((B (+ 1)) ((S +) (+ 1)))), nan, nan, nan, -7.070369427440167, -7.2065583991489115
((B ((B (+ 1)) ((S +) (+ 1)))) ((B (+ 1)) ((S *) (+ 1)))), nan, nan, nan, -7.070369427440167, -6.513411218588966
((B ((S +) ((S +) (+ 1)))) ((S *) ((S +) (+ 1)))), nan, nan, nan, -6.664904319332003, -6.801093291040747
((B ((S +) ((S +) (+ 1)))) ((S +) ((S *) (+ 1)))), nan, nan, nan, -6.664904319332003, -6.801093291040747
((B (+ 1)) ((S *) ((S +) (+ 1)))), nan, nan, nan, -6.664904319332003, -5.953795430653543
((B (+ 1)) ((S +) ((S *) (+ 1)))), nan, nan, -5.966287950632084, -5.278609958212113, -5.597120486714811
((B (+ 1)) (* 0)), nan, nan, -5.560822842523919, -6.154078695566012, -6.290267667274756
((B ((S +) ((S +) (+ 1)))) ((S +) ((S +) (+ 1)))), nan, nan, nan, -7.070369427440167, -6.513411218588966
((B (+ 1)) (+ 1)), nan, nan, -4.713524982136716, -4.431312097824909, -4.9039733061548665
((B ((S *) (+ 1))) ((B (+ 1)) (+ 1))), nan, nan, nan, -6.664904319332003, -6.801093291040747
((B (+ 1)) ((S *) I)), nan, nan, -5.0499972187579285, -5.055466406897903, -5.334756222247321
((S B) I), nan, nan, -5.278971690382931, -6.592583657752376, nan
((S B) (S +)), nan, nan, -5.707426316715794, -6.459052265127854, nan
(((S +) (+ 1)) 1), nan, nan, -3.1272094871234692, -2.39287857987245, nan
((B ((B (+ 1)) ((S +) (+ 1)))) ((B (+ 1)) ((S *) I))), nan, nan, nan, -7.070369427440167, -6.513411218588966
((B ((S *) (+ 1))) ((B (+ 1)) ((S +) (+ 1)))), nan, nan, nan, -7.070369427440167, -7.2065583991489115
((B ((S +) ((S +) (+ 1)))) ((S +) ((S +) I))), nan, nan, nan, -7.070369427440167, -7.2065583991489115
((B ((S +) ((S +) (+ 1)))) ((S *) ((S +) I))), nan, nan, nan, -6.664904319332003, -7.2065583991489115
((B ((B (+ 1)) ((S +) (+ 1)))) ((B (+ 1)) ((S +) ((S *) (+ 1))))), nan, nan, nan, -7.070369427440167, -6.513411218588966
((B ((S *) ((S +) (+ 1)))) ((B (+ 1)) (+ 1))), nan, nan, nan, -7.070369427440167, -7.2065583991489115
((B ((S +) ((S *) (+ 1)))) ((B (+ 1)) (+ 1))), nan, nan, nan, -7.070369427440167, -6.801093291040747
((B ((S +) ((S +) (+ 1)))) ((S *) ((S +) ((S +) (+ 1))))), nan, nan, nan, -7.070369427440167, -7.2065583991489115
((B ((S +) ((S +) (+ 1)))) ((S *) (+ 1))), nan, nan, nan, -6.664904319332003, -5.820264038029021
((B ((S +) ((S +) (+ 1)))) ((S +) ((S +) ((S *) (+ 1))))), nan, nan, nan, -6.664904319332003, -6.801093291040747
((B (+ 1)) ((S *) ((S +) ((S +) (+ 1))))), nan, nan, nan, -7.070369427440167, -5.953795430653543
((B (+ 1)) ((S *) (+ 1))), nan, nan, -5.0499972187579285, -5.124459278384855, -5.501810306910486
((B ((S +) ((S +) (+ 1)))) ((B (+ 1)) ((B (+ 1)) ((S +) (+ 1))))), nan, nan, nan, -7.070369427440167, -6.801093291040747
