1, -3.0, -1.7316154289596768, -1.7604453130602147, -1.7604453130602147, -1.7604453130602147
0, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
+, -3.0, -1.7316154289596768, -1.7604453130602147, -1.7604453130602147, -1.7604453130602147
S, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
I, -3.0, -2.639897391583368, -2.448090246666406, -2.448090246666406, -2.448090246666406
C, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
B, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
CSC, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
CSB, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
CSS, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
CBB, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
CBC, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
CBS, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
CCS, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
CCC, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
CCB, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
SBS, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
SBB, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
SBC, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
SCC, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
SCB, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
SCS, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
BCB, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
BCC, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
BCS, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
BBS, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
BBC, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
BBB, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
SB, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
SC, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
SS, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
SSS, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
SSC, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
SSB, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
BSS, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
BSB, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
BSC, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
CS, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
CB, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
CC, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
BC, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
BB, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
BS, -3.0, -4.657706568268946, -4.657706568268946, -4.657706568268946, -4.657706568268946
