((B (+ 1)) ((B ((S +) I)) ((S +) ((S *) ((S +) ((S +) I)))))), nan, nan, nan, nan, nan, -7.066950227045379, -7.177363271634389, -7.1773632716343885, -7.1773632716343885, -7.1773632716343885, -7.1773632716343885, -7.1773632716343885, -7.1773632716343885, -7.1773632716343885, -7.1773632716343885
((B (+ 1)) ((B ((S +) I)) ((S +) ((S +) ((S *) ((S +) I)))))), nan, nan, nan, nan, nan, -7.066950227045379, -6.261072539760233, -6.261072539760233, -6.261072539760233, -6.261072539760233, -6.261072539760233, -6.261072539760233, -6.261072539760233, -6.261072539760233, -6.261072539760233
((B (+ 1)) ((S +) ((B ((S +) I)) ((S *) ((S +) ((S +) I)))))), nan, nan, nan, nan, nan, -7.066950227045379, -7.177363271634389, -7.1773632716343885, -7.1773632716343885, -7.1773632716343885, -7.1773632716343885, -7.1773632716343885, -7.1773632716343885, -7.1773632716343885, -7.1773632716343885
((B (+ 1)) ((S +) ((B ((S +) I)) ((S +) ((S *) ((S +) I)))))), nan, nan, nan, nan, nan, -7.066950227045379, -6.484216091074444, -6.484216091074443, -6.484216091074443, -6.484216091074443, -6.484216091074443, -6.484216091074443, -6.484216091074443, -6.484216091074443, -6.484216091074443
((B (+ 1)) ((B ((S +) I)) ((S +) ((S +) ((S +) ((S +) I)))))), nan, nan, nan, nan, nan, -7.066950227045379, -6.771898163526224, -6.771898163526224, -6.771898163526224, -6.771898163526224, -6.771898163526224, -6.771898163526224, -6.771898163526224, -6.771898163526224, -6.771898163526224
((B (+ 1)) ((B ((S +) I)) ((S +) ((S +) I)))), nan, nan, nan, nan, -6.689574613878305, -6.661485118937215, -6.771898163526224, -6.771898163526224, -6.771898163526224, -6.771898163526224, -6.771898163526224, -6.771898163526224, -6.771898163526224, -6.771898163526224, -6.771898163526224
((B (+ 1)) ((B ((S +) I)) ((B ((S +) I)) ((S +) ((S *) (+ 1)))))), nan, nan, nan, nan, nan, -7.066950227045379, -6.771898163526224, -6.771898163526224, -6.771898163526224, -6.771898163526224, -6.771898163526224, -6.771898163526224, -6.771898163526224, -6.771898163526224, -6.771898163526224
((B (+ 1)) ((B (+ 1)) ((B (+ 1)) ((S +) ((S *) (+ 1)))))), nan, nan, nan, nan, nan, -7.066950227045379, -6.07875098296628, -6.078750982966279, -6.078750982966279, -6.078750982966279, -6.078750982966279, -6.078750982966279, -6.078750982966279, -6.078750982966279, -6.078750982966279
((B (+ 1)) ((S +) ((S *) (+ 1)))), nan, nan, nan, -6.229094757921132, -5.590962325210195, -5.814187258550011, -5.924600303139021, -5.92460030313902, -5.92460030313902, -5.92460030313902, -5.92460030313902, -5.92460030313902, -5.92460030313902, -5.92460030313902, -5.92460030313902
((B (+ 1)) ((S +) ((S +) ((S +) ((S *) (+ 1)))))), nan, nan, nan, nan, nan, -7.066950227045379, -6.261072539760233, -6.261072539760233, -6.261072539760233, -6.261072539760233, -6.261072539760233, -6.261072539760233, -6.261072539760233, -6.261072539760233, -6.261072539760233
