((B (+ 1)) ((S *) ((B ((S +) (+ 1))) (+ 1)))), nan, nan, nan, nan, -7.779588165098676, -6.659283396837016, -6.695544700615069, -6.715116516316097, -6.730625581768644, -6.753741219230083, -6.7698437439756605, -6.770434090482171, -6.768659792366947, -6.77043409048217, -6.772207097258299
((B (+ 1)) ((S *) ((S +) ((B ((S +) (+ 1))) (+ ((+ 1) 1)))))), nan, nan, nan, nan, nan, -8.045577757956904, -7.101009808723233, -7.302903181218215, -7.318412246670764, -7.341527884132202, -7.8684560326437705, -7.869046379150281, -7.867272081035057, -7.86904637915028, -7.870819385926408
((B (+ 1)) ((S +) ((S *) ((B ((S +) (+ 1))) (+ ((+ 1) 1)))))), nan, nan, nan, nan, nan, -8.045577757956904, -8.199622097391343, -8.21919391309237, -8.234702978544918, -8.25781861600636, -7.8684560326437705, -7.869046379150281, -7.867272081035057, -7.86904637915028, -7.870819385926408
((B (+ 1)) ((S +) ((S +) ((S *) ((S +) ((B ((S +) (+ 1))) (+ ((+ 1) 1)))))))), nan, nan, nan, nan, nan, nan, nan, nan, -8.234702978544918, -7.005055647510989, -7.021158172256567, -7.35822075538429, -7.356446457269066, -7.3582207553842895, -7.359993762160418
((B (+ 1)) ((S +) ((S +) ((S +) ((S *) ((B ((S +) (+ 1))) (+ ((+ 1) 1)))))))), nan, nan, nan, nan, nan, nan, nan, nan, nan, -8.25781861600636, -7.58077396019199, -7.5813643066985, -7.579590008583276, -7.581364306698499, -7.583137313474627
(B ((B ((S +) (+ 1))) (+ ((+ 1) 1)))), nan, nan, nan, -5.686084447681567, -5.503773313169235, -6.094702355403689, -6.642154002044054, -6.232162432610882, -6.2487435649002805, -6.190141915906107, -6.206102641076501, -6.2053821129450295, -6.206102121558567, -6.205382112945029, -6.2096939915738965
((B ((S +) (+ 1))) ((S *) ((S +) ((S +) I)))), nan, nan, nan, -7.561177905667231, -7.08644098453873, -7.640112649848741, -8.199622097391343, nan, nan, nan, nan, nan, nan, nan, nan
(B (((S B) (B (+ 1))) ((S +) (+ 1)))), nan, nan, nan, -6.6976853593600465, -7.177749746740906, -7.886461824631744, nan, nan, nan, nan, nan, nan, nan, nan, nan
(B (((S B) I) (+ ((+ 1) 1)))), nan, nan, -6.47224306795682, -5.444922390864678, -5.1853195820507, -5.145621800706542, -5.084009383997505, -4.910406592628562, -4.841829916577654, -4.948428783597325, -4.879231700427411, -4.87851117229594, -4.78206743245583, -4.878511172295939, -4.785659302471159
(B (((S B) I) ((S +) (+ 1)))), nan, nan, -6.47224306795682, -6.6976853593600465, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
((B (+ 1)) ((B (+ 1)) ((S +) ((S +) ((S *) ((S +) (((S B) I) ((S +) I)))))))), nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, -8.273921140751934, -7.175899198590336, -7.356446457269066, -7.3582207553842895, -7.359993762160418
((S *) ((S +) (((S B) I) ((S +) I)))), nan, nan, nan, nan, -7.374123056990511, -6.34082966571848, -6.695544700615069, -6.715116516316097, -6.730625581768644, -6.753741219230083, -6.7698437439756605, -6.770434090482171, -6.768659792366947, -6.77043409048217, -6.772207097258299
((S +) ((S +) ((S *) ((S +) (((S B) I) ((S +) I)))))), nan, nan, nan, nan, nan, nan, -8.199622097391343, -6.966430944597002, -6.848408617425028, -7.159206327338248, -7.021158172256567, -7.5813643066985, -7.579590008583276, -7.581364306698499, -7.583137313474627
(((S B) I) ((S +) I)), nan, nan, -6.260933974289614, -6.868030725107285, -7.08644098453873, -7.35243057739696, -7.506474916831397, -7.526046732532425, -7.541555797984973, -7.564671435446412, -7.58077396019199, -7.5813643066985, -7.579590008583276, -7.581364306698499, -7.583137313474627
